ID;Название компании;Логотип;Тип компании;Сфера деятельности;Кол-во сотрудников;Годовой оборот;Валюта;Комментарий;Ответственный;Рабочий телефон;Мобильный телефон;Номер факса;Домашний телефон;Номер пейджера;Телефон для рассылок;Другой телефон;Корпоративный сайт;Личная страница;Страница Facebook;Страница ВКонтакте;Страница LiveJournal;Микроблог Twitter;Другой сайт;Рабочий e-mail;Частный e-mail;E-mail для рассылок;Другой e-mail;Контакт Facebook;Контакт Telegram;Контакт ВКонтакте;Контакт Viber;Комментарии Instagram;Контакт Битрикс24 Network;Онлайн-чат;Контакт Открытая линия;Другой контакт;Связанный пользователь;Банковские реквизиты;Доступен для всех;Компания продавец
3371;ЭКСПОХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249178827;да;
3372;ЭЛАСТОИМПЭКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5007093420;да;
3373;ЭЛКОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7804079187;да;
3374;ЭмТрейд ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276932184;да;
3375;ЭНЕРГИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277124694;да;
3376;ЭНЕРГОПРОМ ИНЖИНИРИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9715396100;да;
3377;ЭНЕРГОПРОМСЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268027020;да;
3378;ЭСКБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0275038496;да;
3379;ЭТАЛОН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1215233102;да;
3380;ЭТИОЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3302005219;да;
3381;ЭТП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1655218458;да;
3382;ЮГХИМТРАНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2311227897;да;
3383;ЮЖУРАЛСНАБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0266019144;да;
3384;ЮНИХИМ ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6154142493;да;
3385;ЮСИДЖИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7720634451;да;
3386;ЯНДЕКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7736207543;да;
3387;АВТОГРАФ СЕЙФТИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7814739403;да;
3388;ГазСтройИнвест ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278122273;да;
3389;АСМ ООО ГК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0272909466;да;
3390;МАГНИТ ООО ГК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9705124234;да;
3391;ПТ ООО ГК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274949432;да;
3392;ХИМАЛЬЯНС ООО ГК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249129749;да;
3393;Интернет Решения ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7704217370;да;
3394;ГОРСТ-СМ ООО КОМПАНИЯ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274188964;да;
3395;ЛЕ МОНЛИД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5029069967;да;
3396;КОМПОЗИТ ООО НПО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4632169626;да;
3397;АНЭП-ЮФО ООО НПП;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6164135671;да;
3398;КВАНТУМ ООО НПП;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7816341583;да;
3399;СИМПЛЕКС ООО НПП;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5262031647;да;
3400;БАРС-2 ООО НПФ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7806001490;да;
3401;ОМЗ СТИЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5005068107;да;
3402;Оценочная компания Абсолют ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268078836;да;
3403;ВЕРИНА ООО ПК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249153163;да;
3404;УРАЛСТРОЙИНВЕСТ ООО ПК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0275020330;да;
3405;СПЕЦПРОМОСНАСТКА ООО ПКФ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278985054;да;
3406;ПКФ ТЭС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268066622;да;
3407;ПРОГРЕСС ООО ПО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3662234327;да;
3408;ПП Южуралкомсервис ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273018230;да;
3409;ПТК Ферроэлектрик ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5260448410;да;
3410;ЭКО-СИТИ ООО РО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0261027092;да;
3411;КРАСНОУСОЛЬСК ООО САНАТОРИЙ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0219008473;да;
3412;ТД Берг Инжиниринг ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276911106;да;
3413;ТД СНАБТРЭЙДИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274931315;да;
3414;ТД ФЕНИКС-СТАЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7717778460;да;
3415;ТК КИТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6679113421;да;
3416;ФОРТИС ООО ТК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249147868;да;
3417;МЕРКУРИЙ ООО ТК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268088714;да;
3418;ТИТАН ООО ТК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7448219454;да;
3419;БАШХИМ ООО ТОРГОВЫЙ ДОМ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268069694;да;
3420;Торговый дом Башхим ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268069694;да;
3421;№1 ООО УК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274903131;да;
3422;ЖИЛКОРПОРАЦИЯ ООО УК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268074775;да;
3423;СЭМС ООО УМЦ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277080461;да;
3424;СУД-ИНФОРМ ООО ЦНЭ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0266018581;да;
3425;МЕДВЕДЬ+ ООО ЧОП;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268038216;да;
3426;Электронная торговая площадка ГПБ ООО (ООО ЭТП ГПБ);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724514910;да;
3427;ДЕЛОВЫЕ ЛИНИИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7826156685;да;
3428;КОНТИНЕНТАЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6609002301;да;
3429;БАШИНФОРМСВЯЗЬ ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274018377;да;
3430;ВЫМПЕЛКОМ ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7713076301;да;
3431;МТС ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7740000076;да;
3432;ПРОМСВЯЗЬБАНК ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7744000912;да;
3433;СИБУР Холдинг ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7727547261;да;
3434;ТАТНЕФТЬ ИМ. В.Д. ШАШИНА ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1644003838;да;
3435;РОСГОССТРАХ ПАО СК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707067683;да;
3436;ЧЕЛИНДБАНК , Г. ЧЕЛЯБИНСК ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7453002182;да;
3437;ромашка;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3438;Салихов Ришат Равилевич;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;027719019567;да;
3439;ВСК САО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7710026574;да;
3440;СИБИРСКИЙ БАНК ПАО СБЕРБАНК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707083893;да;
3441;Союз Торгово-промышленная палата РБ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278010643;да;
3442;ТОЧКА ПАО БАНКА ФК ОТКРЫТИЕ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7706092528;да;
3443;Тошкент Ш., ИПАК ЙУЛИ АИТ БАНКИНИНГ МИРЗО УЛУГБЕК Филиали г. Ташкент.;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724187003;да;
3444;ТПП РБ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278010643;да;
3445;УНП101542096 ДЛПЛАСТ ООО БЕЛАРУСЬ, МИНСК, УЛ ИНЖЕНЕРНАЯ, Д.3 р/с BY21TECN30125236400000000012 в ОАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3446;УНП700016217 ОАО БЕЛШИНА ШОССЕ МИНСКОЕ , 4 БЫ/БОБРУЙСК р/с BY45AKBB30120000032447100000 в ОАО АСБ Бе;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3447;УПРАВЛЕНИЕ МВД РОССИИ ПО ГОРОДУ СТЕРЛИТАМАКУ;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268002812;да;
3448;УФК по Курганской области (Курганское ГОСП по ИДНХ УФССП России по Курганской области);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4501111767;да;
3449;УФК по РБ (Гостехнадзор РБ);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274151386;да;
3450;УФК по Республике Башкортостан (Минэкологии РБ);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278151669;да;
3451;УФК по Республике Башкортостан (ФБУ ЦСМ Республики Башкортостан л/с 20016X27880);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278002498;да;
3452;УФК по Республике Башкортостан (Южно-Уральское МУ РПН. л/с 04011780570);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278007626;да;
3453;"УФПС Республики Башкортостан (АО ""ПОЧТА РОССИИ"")";;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724490000;да;
3454;БАШКИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, БАШКИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, БАШГУ ФГБОУ ВО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274011237;да;
3455;ФИЛИАЛ САМАРСКИЙ АО ОТП БАНК;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7708001614;да;
3456;Филиал ТАМАРИКС Лоджистикс-Восток ООО ТАМАРИКС Лоджистикс;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802798309;да;
3457;ФИЛИАЛ ЗАВОД ТЕХНОФЛЕКС Г. УЧАЛЫ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6229024796;да;
3458;ФИЛИАЛ БАНК УРАЛСИБ В Г.УФА ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274062111;да;
3459;Филиал Газпром газораспределение Уфа в г. Стерлитамак ПАО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278030985;да;
3460;АВАНГАРД ФКП;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268005588;да;
3461;ЧОУ ДПО УКК Курсор;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277068150;да;
3462;Шакиров Ильшат Фридикович (ИП);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;026814147895;да;
3463;/УНП/700056270 ЗАО ЛЕГПРОМРАЗВИТИЕ;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3464;АИКБ Ипак Йули (ИНН307204523 ООО RD GUVEN р/c 20208643905191319002 в INIPUZ21AND);;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06904;да;
3465;Легпромразвитие ЗАО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3466;Белшина ОАО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3467;'НТК ЭНЕРГОМАШ' МЕЛЕЖА 1 ПОМ. 728 БЫ/Г. МИНСК БЫ/192814118 BY32PJCB30123113161000000643 в Приорбанк;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9909009656;да;
3468;KLATTE CHEMICAL ООО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3469;RD GUVEN ООО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3470;АрсеналСервисГарант ООО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3471;ДЛпласт ООО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3472;"ООО ""Индустриальный центр""";;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3473;"ООО ""НТК Энергомаш""";;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3474;"ТОО ""STI"" company""";;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3475;"ТОО ""Талдыкорганкабель""";;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
3476;АРГО ПКК ТОО;;Экспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;да;
